fdc_id,description_en,description_de
171699,"Apricots, canned, heavy syrup pack, with skin, solids and liquids","Aprikosen, konserviert, schwere Siruppackung, mit Schale, Feststoffen und Flüssigkeiten"
171700,"Apricots, canned, heavy syrup pack, without skin, solids and liquids","Aprikosen, aus der Dose, schwere Siruppackung, ohne Schale, Feststoffe und Flüssigkeiten"
171701,"Apricots, canned, extra heavy syrup pack, without skin, solids and liquids","Aprikosen, aus der Dose, extra schwere Siruppackung, ohne Schale, Feststoffe und Flüssigkeiten"
171702,"Apricots, dehydrated (low-moisture), sulfured, uncooked","Aprikosen, dehydriert (feuchtigkeitsarm), geschwefelt, ungekocht"
171703,"Apricots, frozen, sweetened","Aprikosen, gefroren, gesüßt"
171704,"Apricot nectar, canned, with added ascorbic acid","Aprikosennektar, konserviert, mit Zusatz von Ascorbinsäure"
171705,"Avocados, raw, all commercial varieties","Avocados, roh, alle handelsüblichen Sorten"
171706,"Avocados, raw, California","Avocados, roh, Kalifornien"
171707,"Avocados, raw, Florida","Avocados, roh, Florida"
171708,"Cherries, tart, dried, sweetened (Includes foods for USDA's Food Distribution Program)","Kirschen, säuerlich, getrocknet, gesüßt (einschließlich Lebensmittel für das Food Distribution Program des USDA)"
171709,"Blackberries, canned, heavy syrup, solids and liquids","Brombeeren, Dosen, schwerer Sirup, Feststoffe und Flüssigkeiten"
171710,"Blackberries, frozen, unsweetened","Brombeeren, gefroren, ungesüßt"
171711,"Blueberries, raw","Blaubeeren, roh"
171712,"Boysenberries, canned, heavy syrup","Boysenbeeren, konserviert, starker Sirup"
171713,"Boysenberries, frozen, unsweetened","Boysenbeeren, gefroren, ungesüßt"
171714,"Breadfruit, raw","Brotfrucht, roh"
171715,"Carambola, (starfruit), raw","Karambole (Sternfrucht), roh"
171716,"Cherries, sour, red, canned, heavy syrup pack, solids and liquids","Kirschen, sauer, rot, in Dosen, schwere Siruppackung, Feststoffe und Flüssigkeiten"
171717,"Cherries, sour, red, canned, extra heavy syrup pack, solids and liquids","Kirschen, sauer, rot, aus der Dose, extra schwere Siruppackung, Feststoffe und Flüssigkeiten"
171718,"Cherries, sour, red, frozen, unsweetened (Includes foods for USDA's Food Distribution Program)","Kirschen, sauer, rot, gefroren, ungesüßt (einschließlich Lebensmittel für das Food Distribution Program des USDA)"
171719,"Cherries, sweet, raw","Kirschen, süß, roh"
171720,"Cherries, sweet, canned, extra heavy syrup pack, solids and liquids","Kirschen, süß, in Dosen, extra schwere Siruppackung, Feststoffe und Flüssigkeiten"
171721,"Crabapples, raw","Zieräpfel, roh"
171722,"Cranberries, raw","Cranberries, roh"
171723,"Cranberries, dried, sweetened (Includes foods for USDA's Food Distribution Program)","Cranberries, getrocknet, gesüßt (einschließlich Lebensmittel für das Food Distribution Program des USDA)"
171724,"Currants, zante, dried","Johannisbeeren, Zante, getrocknet"
171725,"Custard-apple, (bullock's-heart), raw","Vanillepuddingapfel (Ochsenherz), roh"
171726,"Dates, deglet noor","Datteln, deglet noor"
171727,"Elderberries, raw","Holunderbeeren, roh"
171728,"Beef, Australian, imported, grass-fed,  external fat, raw","Rindfleisch, australisch, importiert, mit Gras gefüttert, Außenfett, roh"
171729,"Beef, Australian, imported, grass-fed, seam fat, raw","Rindfleisch, australisch, importiert, mit Gras gefüttert, Nahtfett, roh"
171730,"Beef, Australian, imported, Wagyu, external fat, Aust. marble score 4/5, raw","Rindfleisch, australisch, importiert, Wagyu, Außenfett, Aust. Marmornote 4/5, roh"
171731,"Beef, Australian, imported, Wagyu, seam fat, Aust. marble score 4/5, raw","Rindfleisch, australisch, importiert, Wagyu, Nahtfett, Aust. Marmornote 4/5, roh"
171732,"Beef, Australian, imported, Wagyu, loin, tenderloin steak/roast, boneless, separable lean and fat, Aust. marble score 4/5, raw","Rindfleisch, australisch, importiert, Wagyu, Lende, Filetsteak/-braten, ohne Knochen, trennbares Mager- und Fettfleisch, Aust. Marmornote 4/5, roh"
171733,"Beef, Australian, imported, grass-fed, loin, top loin steak/roast, boneless, separable lean and fat, raw","Rindfleisch, australisch, importiert, mit Gras gefüttert, Lende, oberes Lendensteak/-braten, ohne Knochen, trennbares Mager- und Fettfleisch, roh"
171734,"Beef, Australian, imported, grass-fed, loin, top sirloin cap-off steak/roast, boneless, separable lean only, raw","Rindfleisch, australisch, importiert, grasgefüttert, Lende, Top-Sirloin-Cap-Off-Steak/Braten, ohne Knochen, trennbar, nur mager, roh"
171735,"Beef, Australian, imported, grass-fed, rib, ribeye steak/roast lip-on, boneless, separable lean only, raw","Rindfleisch, australisch, importiert, grasgefüttert, Rippchen, Ribeye-Steak/Roast-Lip-on, ohne Knochen, trennbar, nur mager, roh"
171736,"Beef, Australian, imported, Wagyu, loin, top loin steak/roast, boneless, separable lean only, Aust. marble score 9, raw","Rindfleisch, australisch, importiert, Wagyu, Lende, oberes Lendensteak/-braten, ohne Knochen, nur trennbares Magerfleisch, Aust. Marmornote 9, roh"
171737,"Beef, Australian, imported, Wagyu, rib, small end rib steak/roast, boneless, separable lean only, Aust. marble score 4/5, raw","Rindfleisch, australisch, importiert, Wagyu, Rippchen, kleines Rippensteak/-braten, ohne Knochen, nur trennbares Magerfleisch, Aust. Marmornote 4/5, roh"
171738,"Beef, Australian, imported, Wagyu, rib, small end rib steak/roast, boneless, separable lean only, Aust. marble score 9, raw","Rindfleisch, australisch, importiert, Wagyu, Rippchen, kleines Rippensteak/-braten, ohne Knochen, nur trennbares Magerfleisch, Aust. Marmornote 9, roh"
171739,"Beef, Australian, imported, grass-fed, loin, top sirloin cap-off steak/roast, boneless, separable lean and fat, raw","Rindfleisch, australisch, importiert, grasgefüttert, Lende, Top-Sirloin-Cap-Off-Steak/Braten, ohne Knochen, trennbares mageres und fettes Rindfleisch, roh"
171740,"Beef, Australian, imported, Wagyu, rib, small end rib steak/roast, boneless, separable lean and fat, Aust. marble score 4/5, raw","Rindfleisch, australisch, importiert, Wagyu, Rippchen, kleines Rippensteak/-braten, ohne Knochen, trennbares Mager- und Fettfleisch, Aust. Marmornote 4/5, roh"
171741,"Beef, Australian, imported, Wagyu, rib, small end rib steak/roast, boneless, separable lean and fat, Aust. marble score 9, raw","Rindfleisch, australisch, importiert, Wagyu, Rippchen, kleines Rippensteak/-braten, ohne Knochen, trennbares Mager- und Fettfleisch, Aust. Marmornote 9, roh"
171742,"Beef, Australian, imported, Wagyu, loin, tenderloin steak/roast, boneless, separable lean and fat, Aust. marble score 9, raw","Rindfleisch, australisch, importiert, Wagyu, Lende, Filetsteak/-braten, ohne Knochen, trennbares Mager- und Fettfleisch, Aust. Marmornote 9, roh"
171743,"Beef, round, top round steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw","Rindfleisch, rund, oberes rundes Steak, ohne Knochen, trennbares Magerfleisch und Fett, auf 0 Zoll Fett getrimmt, alle Qualitäten, roh"
171744,"Beef, round, top round roast, boneless, separable lean and fat, trimmed to 0"" fat, select, raw","Rindfleisch, rund, oberer runder Braten, ohne Knochen, trennbares mageres und fettes Fleisch, auf 0 Zoll Fett getrimmt, ausgewählt, roh"
171745,"Beef, round, eye of round roast, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw","Rindfleisch, rund, rundes Bratenauge, ohne Knochen, trennbares Magerfleisch und Fett, auf 0 Zoll Fett getrimmt, alle Qualitäten, roh"
171746,"Beef, round, eye of round roast, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw","Rindfleisch, rund, rundes Bratenauge, ohne Knochen, trennbares Magerfleisch und Fett, auf 0 Zoll Fett getrimmt, nach Wahl, roh"
171747,"Beef, round, eye of round roast, boneless, separable lean and fat, trimmed to 0"" fat, select, raw","Rindfleisch, rund, rundes Bratenauge, ohne Knochen, trennbares Magerfleisch und Fett, auf 0 Zoll Fett getrimmt, ausgewählt, roh"
171748,"Beef, loin, tenderloin roast, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw","Rindfleisch, Lende, Filetbraten, ohne Knochen, trennbares Magerfleisch und Fett, auf 0 Zoll Fett getrimmt, nach Wahl, roh"
171749,"Beef, loin, tenderloin roast, boneless, separable lean and fat, trimmed to 0"" fat, select, raw","Rindfleisch, Lende, Filetbraten, ohne Knochen, trennbares Magerfleisch und Fett, auf 0 Zoll Fett getrimmt, ausgewählt, roh"
171750,"Beef, loin, top loin steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, all grades, raw","Rindfleisch, Lende, oberes Lendensteak, ohne Knochen, ohne Lippe, trennbares mageres und fetthaltiges Fleisch, auf 0 Zoll Fett getrimmt, alle Qualitäten, roh"
171751,"Beef, loin, top loin steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, choice, raw","Rindfleisch, Lende, oberes Lendensteak, ohne Knochen, ohne Lippe, trennbares mageres und fettes Fleisch, auf 0 Zoll Fett getrimmt, nach Wahl, roh"
171752,"Beef, loin, top loin steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, select, raw","Rindfleisch, Lende, oberes Lendensteak, ohne Knochen, ohne Lippe, trennbares mageres und fettes Fleisch, auf 0 Zoll Fett getrimmt, ausgewählt, roh"
171753,"Beef, loin, tenderloin roast, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, roasted","Rindfleisch, Lende, Filetbraten, ohne Knochen, trennbares Magerfleisch und Fett, auf 0 Zoll Fett getrimmt, nach Wahl, gekocht, gebraten"
171754,"Beef, loin, tenderloin roast, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, roasted","Rindfleisch, Lende, Filetbraten, ohne Knochen, trennbares Magerfleisch und Fett, auf 0 Zoll Fett getrimmt, ausgewählt, gekocht, geröstet"
171755,"Beef, round, top round roast, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, roasted","Rindfleisch, rund, oben rund gebraten, ohne Knochen, trennbares Mager- und Fettfleisch, auf 0 Zoll Fett getrimmt, alle Qualitäten, gekocht, gebraten"
171756,"Beef, round, top round roast, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, roasted","Rindfleisch, rund, oben runder Braten, ohne Knochen, trennbares Magerfleisch und Fett, auf 0 Zoll Fett getrimmt, nach Wahl, gekocht, gebraten"
171757,"Beef, round, top round steak, boneless, separable lean only, trimmed to 0"" fat, all grades, raw","Rindfleisch, rund, oberes rundes Steak, ohne Knochen, nur teilbar, mager, auf 0 Zoll Fett getrimmt, alle Qualitäten, roh"
171758,"Beef, round, top round steak, boneless, separable lean only, trimmed to 0"" fat, choice, raw","Rindfleisch, rund, oberes rundes Steak, ohne Knochen, nur teilbar, mager, auf 0 Zoll Fett getrimmt, nach Wahl, roh"
171759,"Beef, round, top round steak, boneless, separable lean only, trimmed to 0"" fat, select, raw","Rindfleisch, rund, oberes rundes Steak, ohne Knochen, nur teilbar, mager, auf 0 Zoll Fett getrimmt, ausgewählt, roh"
171760,"Beef, round, top round roast, boneless, separable lean only, trimmed to 0"" fat, all grades, raw","Rindfleisch, rund, oben runder Braten, ohne Knochen, nur trennbares Magerfleisch, auf 0 Zoll Fett getrimmt, alle Qualitäten, roh"
171761,"Beef, round, eye of round roast, boneless, separable lean only, trimmed to 0"" fat, select, raw","Rindfleisch, rund, rundes Bratenauge, ohne Knochen, trennbar, nur mager, auf 0 Zoll Fett getrimmt, ausgewählt, roh"
171762,"Beef, round, eye of round steak, boneless, separable lean only, trimmed to 0"" fat, all grades, raw","Rindfleisch, rund, Auge vom runden Steak, ohne Knochen, nur teilbar, mager, auf 0 Zoll Fett getrimmt, alle Qualitäten, roh"
171763,"Beef, round, eye of round steak, boneless, separable lean only, trimmed to 0"" fat, choice, raw","Rindfleisch, rund, Auge vom runden Steak, ohne Knochen, nur teilbar, mager, auf 0 Zoll Fett getrimmt, nach Wahl, roh"
171764,"Beef, round, eye of round steak, boneless, separable lean only, trimmed to 0"" fat, select, raw","Rindfleisch, rund, Auge vom runden Steak, ohne Knochen, nur teilbar, mager, auf 0 Zoll Fett getrimmt, ausgewählt, roh"
171765,"Beef, loin, tenderloin roast, boneless, separable lean only, trimmed to 0"" fat, all grades, raw","Rindfleisch, Lende, Filetbraten, ohne Knochen, nur teilbar, mager, auf 0 Zoll Fett getrimmt, alle Qualitäten, roh"
171766,"Beef, loin, top loin steak, boneless, lip off, separable lean only, trimmed to 0"" fat, select, raw","Rindfleisch, Lende, oberes Lendensteak, ohne Knochen, ohne Lippe, nur trennbares mageres Fleisch, auf 0 Zoll Fett getrimmt, ausgewählt, roh"
171767,"Beef, loin, tenderloin steak, boneless, separable lean only, trimmed to 0"" fat, all grades, raw","Rindfleisch, Lende, Filetsteak, ohne Knochen, nur teilbar, mager, auf 0 Zoll Fett getrimmt, alle Qualitäten, roh"
171768,"Beef, loin, tenderloin steak, boneless, separable lean only, trimmed to 0"" fat, choice, raw","Rindfleisch, Lende, Filetsteak, ohne Knochen, nur teilbar, mager, auf 0 Zoll Fett getrimmt, nach Wahl, roh"
171769,"Beef, loin, tenderloin steak, boneless, separable lean only, trimmed to 0"" fat, select, raw","Rindfleisch, Lende, Filetsteak, ohne Knochen, trennbar, nur mager, auf 0 Zoll Fett getrimmt, ausgewählt, roh"
171770,"Beef, round, top round roast, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, roasted","Rindfleisch, rund, oben runder Braten, ohne Knochen, trennbar, nur mager, auf 0 Zoll Fett getrimmt, nach Wahl, gekocht, gebraten"
171771,"Beef, round, top round roast, boneless, separable lean only, trimmed to 0"" fat, select, cooked, roasted","Rindfleisch, rund, oben runder Braten, ohne Knochen, trennbar, nur mager, auf 0 Zoll Fett getrimmt, ausgewählt, gekocht, geröstet"
171772,"Beef, round, eye of round steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled","Rindfleisch, rund, Auge vom runden Steak, ohne Knochen, nur teilbar, mager, auf 0 Zoll Fett getrimmt, alle Qualitäten, gekocht, gegrillt"
171773,"Beef, round, eye of round steak, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, grilled","Rindfleisch, rund, Auge vom runden Steak, ohne Knochen, nur teilbar, mager, auf 0 Zoll Fett getrimmt, nach Wahl, gekocht, gegrillt"
171774,"Beef, loin, top loin steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, select, raw","Rindfleisch, Lende, oberes Lendensteak, ohne Knochen, mit Lippe, trennbares mageres und fettes Fleisch, auf 1/8 Zoll Fett getrimmt, ausgewählt, roh"
171775,"Beef, loin, top loin steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, raw","Rindfleisch, Lende, oberes Lendensteak, ohne Knochen, mit Lippe, trennbares Magerfleisch und Fett, auf 1/8 Zoll Fett zugeschnitten, alle Qualitäten, roh"
171776,"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 0"" fat, select, raw","Rindfleisch, zusammengesetzt aus zugeschnittenen Einzelhandelsstücken, nur trennbar, mager, auf 0 Zoll Fett zugeschnitten, ausgewählt, roh"
171777,"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 0"" fat, select, raw","Rindfleisch, zusammengesetzt aus zugeschnittenen Einzelhandelsstücken, trennbares Muskelfleisch und Fett, auf 0 Zoll Fett zugeschnitten, ausgewählt, roh"
171778,"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 1/8"" fat, select, cooked","Rindfleisch, zusammengesetzt aus zugeschnittenen, im Einzelhandel erhältlichen Teilstücken, nur trennbar, mager, auf 1/8 Zoll Fett zugeschnitten, ausgewählt, gekocht"
171779,"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 1/8"" fat, select, raw","Rindfleisch, zusammengesetzt aus zugeschnittenen Einzelhandelsstücken, nur teilbar, mager, auf 1/8 Zoll Fett zugeschnitten, ausgewählt, roh"
171780,"Beef, chuck, clod roast, separable lean only, trimmed to 1/4"" fat, all grades, cooked, roasted","Rindfleisch, Chuck, Klumpenbraten, nur teilbar, mager, auf 1/4 Zoll Fett zugeschnitten, alle Qualitäten, gekocht, gebraten"
171781,"Beef, shoulder steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled","Rindfleisch, Schultersteak, ohne Knochen, nur teilbar, mager, auf 0 Zoll Fett getrimmt, alle Qualitäten, gekocht, gegrillt"
171782,"Beef, chuck, clod steak, separable lean only, trimmed to 1/4"" fat, all grades, cooked, braised","Rindfleisch, Chuck, Klumpensteak, nur teilbar, mager, auf 1/4 Zoll Fett zugeschnitten, alle Qualitäten, gekocht, geschmort"
171783,"Beef, chuck, mock tender steak, separable lean and fat, trimmed to 0"" fat, USDA choice, cooked, broiled","Rindfleisch, Chuck, Schein-Zart-Steak, trennbar, mager und fett, auf 0 Zoll Fett getrimmt, USDA-Wahl, gekocht, gegrillt"
171784,"Beef, chuck, clod roast, separable lean and fat, trimmed to 0"" fat, select, cooked, roasted","Rindfleisch, Futter, Klumpenbraten, trennbares Magerfleisch und Fett, auf 0 Zoll Fett getrimmt, ausgewählt, gekocht, geröstet"
171785,"Beef, shoulder steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled","Rindfleisch, Schultersteak, ohne Knochen, trennbares Magerfleisch und Fett, auf 0 Zoll Fett getrimmt, nach Wahl, gekocht, gegrillt"
171786,"Beef, shoulder steak, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled","Rindfleisch, Schultersteak, ohne Knochen, trennbares Magerfleisch und Fett, auf 0 Zoll Fett getrimmt, ausgewählt, gekocht, gegrillt"
171787,"Beef, plate, inside skirt steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled","Rindfleisch, Teller, Innensteak, trennbares Magerfleisch und Fett, auf 0 Zoll Fett getrimmt, alle Qualitäten, gekocht, gegrillt"
171788,"Beef, plate, outside skirt steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled","Rindfleisch, Teller, Außensteak, trennbares Magerfleisch und Fett, auf 0 Zoll Fett getrimmt, alle Qualitäten, gekocht, gegrillt"
